,weight,strat,psu,WGTFLAG,FinalWgt,Year,State,Schoolname,RegionName,CR2,CR3,CR5
152,6.229389240000001,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,3.0,3.0
153,6.229389240000001,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,3.0,3.0
154,5.938557407999999,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,1.0,3.0
155,7.2676207800000014,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,3.0,3.0
156,6.457990679999999,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,3.0
157,7.2676207800000014,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,3.0,3.0
158,6.362740080000001,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,1.0,3.0
159,6.457990679999999,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,3.0
160,6.362740080000001,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,1.0,3.0
161,6.457990679999999,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,3.0
162,5.464453652307692,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,2.0,3.0
163,6.362740080000001,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,1.0,3.0
164,7.2676207800000014,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,3.0,3.0
165,6.457990679999999,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,3.0
166,6.457990679999999,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,3.0
167,5.464453652307692,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,2.0,3.0
168,6.593567811111111,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,3.0
169,4.50283735,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,3.0,2.0
170,6.4864373624999985,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,3.0,3.0
171,6.4864373624999985,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,3.0,3.0
172,1.1186673666666667,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,1.0,2.0
173,7.9943161499999995,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,2.0,5.0
174,9.710527140000002,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,2.0,3.0
175,9.710527140000002,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,2.0,3.0
176,5.696045699999999,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,3.0,5.0
177,7.9943161499999995,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,2.0,5.0
178,9.770830850000001,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,5.0
179,6.593567811111111,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,3.0
180,6.593567811111111,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,3.0
181,47.26964660000001,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,1.0,3.0
182,6.4864373624999985,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,3.0,3.0
183,12.684588620000001,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,3.0,3.0
184,6.961833633333333,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,3.0,5.0
185,6.4864373624999985,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,3.0,3.0
186,12.684588620000001,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,3.0,3.0
187,6.961833633333333,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,3.0,5.0
188,6.4864373624999985,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,3.0,3.0
189,19.3375827,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,1.0,3.0
190,6.593567811111111,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,3.0
191,6.593567811111111,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,3.0
192,6.593567811111111,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,3.0
193,6.593567811111111,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,3.0
194,9.770830850000001,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,5.0
195,19.3375827,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,1.0,3.0
196,1.3446097500000003,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,
197,6.961833633333333,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,3.0,5.0
198,4.213110550000001,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,,2.0
199,12.684588620000001,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,3.0,3.0
200,9.710527140000002,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,2.0,3.0
201,6.4864373624999985,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,3.0,3.0
202,5.696045699999999,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,3.0,5.0
203,1.0710645,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,1.0,7.0
204,0.5748303,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,3.0,1.0
205,6.593567811111111,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,3.0
206,9.710527140000002,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,2.0,3.0
207,1.1186673666666667,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,1.0,2.0
208,12.684588620000001,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,3.0,3.0
209,5.696045699999999,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,3.0,5.0
210,9.710527140000002,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,2.0,3.0
211,15.5661374,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,1.0,5.0
212,3.684139649999999,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,3.0,2.0
213,1.1186673666666667,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,1.0,2.0
214,12.684588620000001,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,3.0,3.0
215,6.4864373624999985,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,3.0,3.0
216,6.593567811111111,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,3.0
217,6.4864373624999985,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,3.0,3.0
218,9.107248691250001,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,2.0,3.0
219,13.693168244999999,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,2.0,3.0
220,13.693168244999999,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,2.0,3.0
221,8.778984500999996,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,1.0,3.0
222,8.778984500999996,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,1.0,
223,3.78234192,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,3.0,6.0
224,12.710428079999998,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,3.0,3.0
225,10.749776940000002,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,3.0,3.0
226,10.749776940000002,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,3.0,3.0
227,12.710428079999998,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,3.0,3.0
228,12.710428079999998,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,3.0,3.0
229,9.107248691250001,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,2.0,3.0
230,13.693168244999999,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,2.0,3.0
231,10.749776940000002,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,3.0,3.0
232,13.693168244999999,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,2.0,3.0
233,8.778984500999996,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,1.0,3.0
234,8.778984500999996,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,1.0,3.0
235,9.107248691250001,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,2.0,3.0
236,8.778984500999996,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,1.0,3.0
237,12.710428079999998,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,3.0,3.0
238,9.107248691250001,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,2.0,3.0
239,9.107248691250001,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,2.0,3.0
240,1.80048579,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,2.0,5.0
241,8.778984500999996,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,1.0,3.0
242,13.693168244999999,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,2.0,3.0
243,10.749776940000002,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,3.0,3.0
244,15.570274398000002,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,1.0,3.0
245,9.107248691250001,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,2.0,3.0
246,9.107248691250001,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,2.0,
247,15.570274398000002,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,1.0,3.0
248,8.778984500999996,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,1.0,3.0
249,8.778984500999996,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,1.0,3.0
250,9.107248691250001,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,2.0,3.0
251,7.722281419999998,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,1.0,6.0
252,10.749776940000002,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,3.0,3.0
253,15.570274398000002,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,1.0,
254,8.778984500999996,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,1.0,3.0
255,12.710428079999998,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,3.0,3.0
256,1.80048579,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,2.0,5.0
257,8.778984500999996,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,1.0,3.0
258,8.14956726,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,2.0,6.0
259,12.710428079999998,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,3.0,3.0
260,8.708104579999997,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,1.0,6.0
261,10.749776940000002,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,3.0,3.0
262,10.749776940000002,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,3.0,3.0
263,15.570274398000002,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,1.0,3.0
264,13.693168244999999,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,2.0,2.0,3.0
265,3.78234192,4,10,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,3.0,6.0
266,15.570274398000002,4,9,U,1,2024,AL,Bellingrath Middle School,Montogomery,1.0,1.0,3.0
