Unnamed: 0,weight,strat,psu,WGTFLAG,FinalWgt,Year,State,Schoolname,RegionName,CR2,CR3,CR5,CR7,CR11,CR12,CR13,CR21,CR22,CR23,CR54,CR56
43,10.71602325,1,2,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,1,1,1,1
44,12.704762700000002,1,3,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,3.0,3.0,2,2,1,1,2,2,1,1,1
45,3.65097375,1,1,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,1.0,1.0,1,2,1,1,2,2,1,1,1
46,12.704762700000002,1,2,U,1,2024,AL,Brewbaker Middle School,Montogomery,2.0,3.0,3.0,1,2,2,1,2,2,1,2,1
47,12.8592279,1,3,U,1,2024,AL,Brewbaker Middle School,Montogomery,2.0,2.0,3.0,1,1,1,1,2,2,1,1,1
48,3.56430375,1,1,U,1,2024,AL,Brewbaker Middle School,Montogomery,2.0,3.0,1.0,1,2,2,1,2,2,1,1,1
49,10.62839025,1,2,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,1.0,6.0,2,2,1,1,2,2,1,1,1
50,10.844744250000002,1,3,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,1.0,3.0,2,1,1,1,2,1,1,1,2
51,10.010533153846154,1,1,U,1,2024,AL,Brewbaker Middle School,Montogomery,,1.0,3.0,2,1,1,1,2,1,1,1,1
52,12.704762700000002,1,2,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,3.0,3.0,2,2,2,1,2,3,1,1,1
53,12.704762700000002,1,3,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,3.0,3.0,2,2,1,1,2,2,1,1,1
54,10.62839025,1,1,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,1.0,6.0,2,1,1,1,2,1,1,1,1
55,10.010533153846154,1,2,U,1,2024,AL,Brewbaker Middle School,Montogomery,2.0,1.0,3.0,1,1,1,1,2,1,1,1,1
56,12.704762700000002,1,3,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,3.0,3.0,2,2,2,1,2,3,1,1,1
57,10.844744250000002,1,1,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,1.0,3.0,2,1,1,1,2,2,1,1,1
58,12.8592279,1,2,U,1,2024,AL,Brewbaker Middle School,Montogomery,2.0,2.0,3.0,1,2,1,1,2,2,1,1,1
59,12.704762700000002,1,3,U,1,2024,AL,Brewbaker Middle School,Montogomery,2.0,3.0,3.0,1,2,1,1,2,2,1,1,1
60,10.71602325,1,1,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,1,1,1,1
61,10.844744250000002,1,2,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,1.0,3.0,2,1,1,1,2,1,1,1,1
62,12.704762700000002,1,3,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,3.0,3.0,2,2,2,1,2,2,1,1,1
63,12.8592279,1,1,U,1,2024,AL,Brewbaker Middle School,Montogomery,2.0,2.0,3.0,1,2,1,1,2,2,1,1,1
64,12.8592279,1,2,U,1,2024,AL,Brewbaker Middle School,Montogomery,2.0,2.0,3.0,1,1,1,1,2,1,1,1,1
65,7.301947500000001,1,3,U,1,2024,AL,Brewbaker Middle School,Montogomery,2.0,1.0,1.0,1,2,2,1,2,2,1,1,1
66,10.71602325,1,1,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,2.0,,1,2,1,1,2,2,1,1,1
67,10.010533153846154,1,2,U,1,2024,AL,Brewbaker Middle School,Montogomery,2.0,1.0,3.0,1,2,1,1,2,2,1,1,1
68,12.704762700000002,1,3,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,3.0,3.0,2,2,2,1,2,2,1,1,1
69,2.0593755,1,1,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,3.0,5.0,2,2,1,1,2,2,1,1,1
70,12.8592279,1,2,U,1,2024,AL,Brewbaker Middle School,Montogomery,2.0,2.0,3.0,1,1,1,1,2,2,1,1,1
71,21.0044745,1,3,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,2.0,6.0,2,1,1,1,2,1,1,1,1
72,12.704762700000002,1,1,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,3.0,3.0,1,2,2,1,2,2,1,1,2
73,12.8592279,1,2,U,1,2024,AL,Brewbaker Middle School,Montogomery,2.0,2.0,3.0,1,1,1,1,2,2,1,1,1
74,2.0844135,1,3,U,1,2024,AL,Brewbaker Middle School,Montogomery,2.0,2.0,5.0,2,1,1,1,2,1,1,1,1
75,10.71602325,1,1,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,2.0,,1,2,1,1,2,2,1,1,1
76,10.010533153846154,1,2,U,1,2024,AL,Brewbaker Middle School,Montogomery,2.0,1.0,3.0,1,2,1,1,2,2,1,1,1
77,12.704762700000002,1,3,U,1,2024,AL,Brewbaker Middle School,Montogomery,2.0,3.0,,1,3,2,1,2,2,2,1,1
78,12.704762700000002,1,1,U,1,2024,AL,Brewbaker Middle School,Montogomery,2.0,3.0,3.0,1,2,2,1,2,2,1,1,1
79,10.71602325,1,2,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,2,1,1,1
80,10.376084249999998,1,3,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,3.0,6.0,2,2,1,1,2,1,1,1,1
81,10.010533153846154,1,1,U,1,2024,AL,Brewbaker Middle School,Montogomery,2.0,1.0,3.0,1,2,1,1,2,2,1,1,1
82,10.376084249999998,1,2,U,1,2024,AL,Brewbaker Middle School,Montogomery,2.0,3.0,6.0,2,2,2,1,2,2,1,1,2
83,10.844744250000002,1,3,U,1,2024,AL,Brewbaker Middle School,Montogomery,1.0,1.0,3.0,1,2,1,1,2,2,1,1,1
84,6.362740080000001,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,1.0,3.0,2,1,1,1,2,1,1,1,1
85,5.464453652307692,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,1,1,1,1
86,7.2676207800000014,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,3.0,3.0,1,2,2,1,2,2,1,1,1
87,6.362740080000001,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,1.0,3.0,1,1,1,1,2,2,1,1,1
88,7.2676207800000014,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,3.0,3.0,1,2,2,1,2,2,1,1,1
89,5.938557407999999,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,1.0,3.0,1,1,1,1,2,2,1,1,1
90,5.938557407999999,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,1.0,3.0,1,1,1,1,2,2,1,1,1
91,5.464453652307692,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,1,1,1,1
92,5.464453652307692,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,1,1,1,1
93,6.229389240000001,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,3.0,3.0,2,2,1,1,2,2,1,1,1
94,12.558239680000003,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,1.0,6.0,1,1,1,1,2,2,1,1,1
95,7.2676207800000014,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,3.0,3.0,2,2,2,1,2,2,1,1,1
96,7.2676207800000014,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,3.0,3.0,1,2,1,1,2,2,1,1,1
97,12.74623728,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,6.0,1,1,1,1,2,1,1,1,1
98,6.362740080000001,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,1.0,3.0,2,2,1,1,2,1,1,1,1
99,6.457990679999999,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,3.0,1,1,1,1,2,1,1,1,1
100,6.457990679999999,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,3.0,1,1,1,1,2,2,1,1,1
101,5.464453652307692,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,1,1,1,1
102,6.362740080000001,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,1.0,3.0,2,1,1,1,2,1,1,1,1
103,5.464453652307692,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,1,1,1,1
104,6.457990679999999,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,3.0,1,2,1,1,2,2,1,1,1
105,5.464453652307692,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,2.0,,1,2,1,1,2,2,1,1,1
106,7.2676207800000014,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,3.0,3.0,1,2,3,1,2,2,1,2,2
107,5.938557407999999,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,1.0,3.0,1,1,1,1,2,2,1,1,1
108,5.938557407999999,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,1.0,3.0,1,1,1,1,2,2,1,1,1
109,6.457990679999999,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,3.0,1,1,1,1,2,2,1,1,1
110,5.938557407999999,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,1.0,3.0,1,1,1,1,2,2,1,1,1
111,6.362740080000001,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,1.0,3.0,2,1,1,1,2,1,1,1,1
112,6.362740080000001,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,1.0,3.0,2,1,1,1,2,1,1,1,1
113,2.71590528,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,2.0,5.0,2,2,1,1,2,1,1,1,1
114,6.457990679999999,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,3.0,1,1,1,1,2,2,1,1,1
115,6.229389240000001,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,3.0,3.0,2,2,1,1,2,2,1,1,1
116,6.229389240000001,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,3.0,3.0,2,2,1,1,2,2,1,1,1
117,6.229389240000001,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,3.0,3.0,2,2,1,1,2,2,1,1,1
118,5.938557407999999,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,1.0,3.0,1,1,1,1,2,2,1,1,1
119,6.362740080000001,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,1.0,3.0,2,1,1,1,2,1,1,1,1
120,5.938557407999999,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,1.0,3.0,1,1,1,1,2,1,1,1,1
121,12.29504304,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,3.0,6.0,2,2,2,1,2,2,1,1,1
122,7.2676207800000014,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,3.0,3.0,1,2,3,1,2,2,1,1,1
123,7.2676207800000014,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,3.0,3.0,1,2,1,1,2,2,1,1,1
124,6.229389240000001,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,3.0,3.0,2,2,1,1,2,2,1,1,1
125,5.938557407999999,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,1.0,3.0,1,1,1,1,2,2,1,1,1
126,5.938557407999999,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,1.0,3.0,1,1,1,1,2,2,1,1,1
127,6.229389240000001,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,3.0,3.0,2,2,2,1,2,3,1,1,1
128,6.229389240000001,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,3.0,3.0,2,2,1,1,2,2,1,1,1
129,5.938557407999999,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,1.0,3.0,1,1,1,1,2,2,1,1,1
130,5.938557407999999,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,1.0,3.0,1,1,1,1,2,2,1,1,1
131,7.2676207800000014,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,3.0,3.0,1,2,3,1,2,3,1,1,1
132,6.457990679999999,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,,1,2,2,1,2,2,1,1,1
133,9.66039096,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,3.0,,1,2,2,1,2,2,1,1,1
134,5.938557407999999,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,1.0,3.0,1,2,1,1,2,2,1,1,1
135,5.464453652307692,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,2.0,3.0,2,2,1,1,2,2,1,1,1
136,3.4056243200000003,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,1.0,,1,2,1,1,2,2,1,1,1
137,5.938557407999999,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,1.0,3.0,1,2,1,1,2,2,1,1,1
138,5.464453652307692,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,2.0,3.0,2,2,1,1,2,2,1,1,1
139,6.229389240000001,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,3.0,3.0,2,2,1,1,2,2,1,1,1
140,6.457990679999999,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,3.0,1,1,1,1,2,2,1,1,1
141,6.362740080000001,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,1.0,3.0,2,1,1,1,2,1,1,1,1
142,6.229389240000001,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,3.0,3.0,2,2,2,1,2,2,1,1,1
143,6.457990679999999,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,3.0,1,2,1,1,2,2,1,1,1
144,3.33424896,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,3.0,5.0,2,2,2,1,2,2,1,1,1
145,6.457990679999999,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,3.0,2,1,1,1,2,2,1,1,1
146,7.2676207800000014,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,3.0,3.0,1,2,1,1,2,2,1,1,1
147,5.464453652307692,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,1,1,1,1
148,5.464453652307692,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,1,1,1,1
149,5.464453652307692,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,1,1,1,1
150,5.938557407999999,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,1.0,3.0,1,2,1,1,2,2,1,1,1
151,9.86718832,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,1.0,6.0,2,1,1,1,2,1,1,1,1
152,6.229389240000001,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,3.0,3.0,2,3,3,1,2,3,1,1,2
153,6.229389240000001,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,3.0,3.0,2,2,1,1,2,2,1,1,1
154,5.938557407999999,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,1.0,3.0,1,1,1,1,2,2,1,1,1
155,7.2676207800000014,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,3.0,3.0,1,2,2,1,2,2,1,1,1
156,6.457990679999999,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,3.0,2,1,1,1,2,1,1,1,1
157,7.2676207800000014,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,3.0,3.0,1,2,1,1,2,2,1,1,1
158,6.362740080000001,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,1.0,3.0,1,1,1,1,2,2,1,1,1
159,6.457990679999999,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,3.0,1,1,1,1,2,2,1,1,1
160,6.362740080000001,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,1.0,3.0,2,1,1,1,2,1,1,1,1
161,6.457990679999999,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,3.0,1,2,1,1,2,2,1,1,1
162,5.464453652307692,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,1,1,1,1
163,6.362740080000001,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,1.0,3.0,2,1,1,1,2,1,1,1,1
164,7.2676207800000014,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,3.0,3.0,1,2,2,1,2,2,1,1,1
165,6.457990679999999,2,4,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,3.0,2,1,1,1,2,1,1,1,1
166,6.457990679999999,2,5,U,1,2024,AL,Southlawn Middle School,Montogomery,2.0,2.0,3.0,1,1,1,1,2,2,1,1,1
167,5.464453652307692,2,6,U,1,2024,AL,Southlawn Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,1,1,1,1
168,6.593567811111111,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,1,1,1,1
169,4.50283735,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,3.0,2.0,2,3,1,1,2,2,1,1,1
170,6.486437362499999,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,3.0,3.0,1,2,2,1,2,2,1,1,1
171,6.486437362499999,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,3.0,3.0,2,2,1,1,2,2,1,1,1
172,1.1186673666666669,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,1.0,2.0,1,2,1,1,2,2,1,1,1
173,7.994316149999999,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,2.0,5.0,1,2,1,1,2,1,1,1,1
174,9.710527140000002,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,2.0,3.0,2,2,1,1,2,2,1,1,1
175,9.710527140000002,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,2.0,3.0,1,1,1,1,2,2,1,1,1
176,5.696045699999999,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,3.0,5.0,2,2,2,1,2,2,1,1,1
177,7.994316149999999,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,2.0,5.0,2,1,1,1,2,1,1,1,1
178,9.77083085,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,5.0,2,1,1,1,2,1,1,1,1
179,6.593567811111111,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,1,1,1,1
180,6.593567811111111,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,1,1,1,1
181,47.26964660000001,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,1.0,3.0,2,1,1,1,2,1,1,1,1
182,6.486437362499999,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,3.0,3.0,1,2,2,1,2,2,1,1,1
183,12.68458862,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,3.0,3.0,2,2,1,1,2,2,1,1,1
184,6.961833633333333,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,3.0,5.0,2,2,1,1,2,2,1,1,1
185,6.486437362499999,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,3.0,3.0,1,2,2,1,2,2,1,1,1
186,12.68458862,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,3.0,3.0,2,2,1,1,2,2,1,1,1
187,6.961833633333333,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,3.0,5.0,2,2,1,1,2,2,1,1,1
188,6.486437362499999,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,3.0,3.0,1,2,2,1,2,2,1,1,1
189,19.3375827,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,1.0,3.0,1,1,1,1,2,2,1,1,1
190,6.593567811111111,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,1,1,1,1
191,6.593567811111111,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,1,1,1,1
192,6.593567811111111,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,1,1,1,1
193,6.593567811111111,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,3.0,2,1,1,1,2,1,1,1,1
194,9.77083085,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,5.0,2,2,1,1,2,1,1,1,1
195,19.3375827,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,2.0,1.0,3.0,1,1,1,1,2,1,1,1,1
196,1.3446097500000005,3,7,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,2.0,,1,2,1,1,2,2,1,1,1
197,6.961833633333333,3,8,U,1,2024,AL,Floyd Middle School,Montogomery,1.0,3.0,5.0,2,2,2,1,2,2,1,1,1
